accident_reference,date_of_collision,time_of_collision,collision_severity,easting,northing,first_road_class,second_road_class,division,local_authority,cycle_involved
1147367,25-Feb-22,7:44:00 AM,Slight,388254,787777,A,#NULL!,North East,Aberdeenshire,
1147393,24-Feb-22,3:50:00 PM,Slight,279554,691245,Unclassified,A,Forth Valley,Stirling,
1147405,24-Feb-22,9:30:00 AM,Slight,253109,673614,B,Unclass,Greater Glasgow,East Dunbartonshire,
1147421,25-Feb-22,8:00:00 AM,Slight,258794,663058,Unclassified,Unclass,Greater Glasgow,Glasgow City,
1147462,24-Feb-22,2:10:00 PM,Slight,300160,681646,Unclassified,A,Forth Valley,Falkirk,
1147480,25-Feb-22,7:30:00 AM,Serious,346661,673652,A,#NULL!,The Lothians and Scottish Borders,East Lothian,
1147575,24-Feb-22,12:24:00 PM,Slight,345929,730979,Unclassified,Unclass,Tayside,Dundee City,
1147665,10-Aug-21,7:12:00 PM,Slight,257487,664625,A,#NULL!,Greater Glasgow,Glasgow City,
1147676,25-Feb-22,1:05:00 PM,Serious,326445,676427,A,Unclass,Edinburgh,City of Edinburgh,Involving at least 1 x Pedal Cycle
1147721,06-Feb-22,10:42:00 AM,Slight,244221,563992,A,#NULL!,Dumfries and Galloway,Dumfries & Galloway,
1147756,25-Feb-22,5:45:00 PM,Serious,341136,653432,A,#NULL!,The Lothians and Scottish Borders,Scottish Borders,
1147773,26-Feb-22,10:40:00 AM,Serious,183829,665478,A,#NULL!,Argyll and West Dunbartonshire,Argyll & Bute,
1147779,26-Feb-22,12:15:00 PM,Serious,370861,645937,A,A,The Lothians and Scottish Borders,Scottish Borders,Involving at least 1 x Pedal Cycle
1147804,24-Feb-22,2:20:00 PM,Slight,263024,665183,Unclassified,#NULL!,Greater Glasgow,Glasgow City,
1147848,24-Feb-22,6:35:00 PM,Slight,271249,655844,A,#NULL!,Lanarkshire,South Lanarkshire,
1147850,26-Feb-22,4:19:00 PM,Slight,301983,663284,A,#NULL!,The Lothians and Scottish Borders,West Lothian,
1147869,07-Feb-22,12:40:00 AM,Serious,279519,608721,A,#NULL!,Dumfries and Galloway,Dumfries & Galloway,
1147886,26-Feb-22,2:45:00 PM,Slight,287494,855988,A,#NULL!,Highland and Islands,Highland,
1147893,10-Oct-21,8:00:00 AM,Serious,342571,865532,A,#NULL!,North East,Moray,
1147924,27-Feb-22,11:11:00 AM,Serious,326508,672690,Unclassified,Unclass,Edinburgh,City of Edinburgh,
1147976,27-Feb-22,3:30:00 PM,Serious,235594,628771,A,A,Ayrshire,South Ayrshire,
1147988,26-Feb-22,8:20:00 PM,Serious,336422,731989,Unclassified,#NULL!,Tayside,Dundee City,
1147991,25-Feb-22,6:20:00 PM,Slight,255993,662700,B,#NULL!,Greater Glasgow,Glasgow City,
1147999,05-Nov-21,5:00:00 AM,Slight,341584,734037,Unclassified,A,Tayside,Dundee City,
1148019,25-Feb-22,11:10:00 PM,Slight,257358,665559,Unclassified,Unclass,Greater Glasgow,Glasgow City,
1148033,27-Feb-22,9:43:00 PM,Slight,224490,647290,B,#NULL!,Ayrshire,North Ayrshire,
1148091,27-Feb-22,1:00:00 AM,Serious,252174,720699,Unclassified,#NULL!,Forth Valley,Stirling,
1148148,28-Feb-22,9:02:00 AM,Slight,276923,648289,A,B,Lanarkshire,South Lanarkshire,
1148212,24-Feb-22,4:35:00 PM,Serious,330749,567469,A,B,Dumfries and Galloway,Dumfries & Galloway,
1148274,27-Feb-22,3:34:00 PM,Serious,322331,675642,B,#NULL!,Edinburgh,City of Edinburgh,
1148347,28-Feb-22,12:50:00 PM,Slight,256353,659702,Unclassified,Unclass,Greater Glasgow,East Renfrewshire,
1148356,26-Feb-22,6:10:00 PM,Slight,327112,687660,A,B,Fife,Fife,
1148447,28-Feb-22,6:36:00 PM,Slight,326371,675295,Unclassified,Unclass,Edinburgh,City of Edinburgh,Involving at least 1 x Pedal Cycle
1148463,25-Feb-22,8:30:00 AM,Slight,286294,650100,A,Unclass,Lanarkshire,South Lanarkshire,
1148473,16-Nov-21,4:00:00 PM,Serious,333334,672608,B,A,The Lothians and Scottish Borders,East Lothian,Involving at least 1 x Pedal Cycle
1148487,04-Feb-22,11:40:00 AM,Slight,243638,547140,A,#NULL!,Dumfries and Galloway,Dumfries & Galloway,
1148504,11-Apr-21,8:15:00 PM,Slight,339690,733438,Unclassified,Unclass,Tayside,Dundee City,
1148671,01-Mar-22,8:57:00 AM,Slight,304049,740890,A,B,Tayside,Perth & Kinross,
1148752,04-Dec-21,4:14:00 PM,Slight,362906,619505,B,#NULL!,The Lothians and Scottish Borders,Scottish Borders,
1148839,24-Feb-22,10:15:00 PM,Slight,311224,626878,A,#NULL!,The Lothians and Scottish Borders,Scottish Borders,
1148883,01-Mar-22,1:54:00 PM,Serious,325357,673842,Unclassified,A,Edinburgh,City of Edinburgh,
1148916,01-Mar-22,2:40:00 PM,Serious,277774,676838,Unclassified,Unclass,Lanarkshire,North Lanarkshire,
1148925,01-Mar-22,1:25:00 PM,Serious,365031,619520,A,#NULL!,The Lothians and Scottish Borders,Scottish Borders,
1148941,01-Mar-22,3:40:00 PM,Serious,389265,810603,A,Unclass,North East,Aberdeen City,
1148947,01-Mar-22,5:55:00 PM,Serious,231555,654477,B,#NULL!,Ayrshire,North Ayrshire,
1148950,01-Mar-22,5:00:00 PM,Slight,255134,668456,A,Unclass,Greater Glasgow,Glasgow City,Involving at least 1 x Pedal Cycle
1148956,25-Feb-22,10:00:00 AM,Slight,318726,670210,A,#NULL!,Edinburgh,City of Edinburgh,
1148959,01-Mar-22,5:30:00 PM,Slight,325652,700898,Unclassified,Unclass,Fife,Fife,
1148963,01-Mar-22,5:45:00 PM,Serious,334089,672598,Unclassified,Unclass,The Lothians and Scottish Borders,East Lothian,Involving at least 1 x Pedal Cycle
1148977,01-Mar-22,5:30:00 PM,Serious,365165,741726,Unclassified,#NULL!,Tayside,Angus,
1148991,01-Mar-22,2:10:00 AM,Slight,260353,660335,Unclassified,Unclass,Greater Glasgow,Glasgow City,
1149003,30-Nov-21,9:17:00 AM,Slight,261203,679046,A,#NULL!,Greater Glasgow,East Dunbartonshire,Involving at least 1 x Pedal Cycle
1149091,01-Mar-22,2:30:00 PM,Serious,337887,751343,A,C,Tayside,Angus,
1149108,28-Feb-22,8:23:00 PM,Slight,251541,670425,Unclassified,#NULL!,Greater Glasgow,Glasgow City,
1149125,08-Feb-22,8:15:00 AM,Slight,324347,672564,Unclassified,#NULL!,Edinburgh,City of Edinburgh,
1149144,15-Dec-21,6:00:00 PM,Serious,256116,667002,Unclassified,Unclass,Greater Glasgow,Glasgow City,
1149244,01-Mar-22,12:50:00 PM,Serious,306468,582134,A,Unclass,Dumfries and Galloway,Dumfries & Galloway,
1149291,02-Mar-22,12:15:00 PM,Serious,338072,733606,Unclassified,#NULL!,Tayside,Dundee City,
1149294,06-Dec-21,3:15:00 PM,Slight,322655,671472,A,A,Edinburgh,City of Edinburgh,
1149326,02-Mar-22,1:10:00 PM,Slight,326943,675233,Unclassified,Unclass,Edinburgh,City of Edinburgh,
1149330,02-Mar-22,7:55:00 AM,Slight,275568,849417,A,#NULL!,Highland and Islands,Highland,
1149394,27-Feb-22,9:15:00 AM,Serious,324651,668544,Unclassified,A,Edinburgh,City of Edinburgh,Involving at least 1 x Pedal Cycle
1149398,02-Mar-22,4:33:00 PM,Slight,283435,681581,A,A,Forth Valley,Falkirk,
1149462,03-Mar-22,12:14:00 AM,Serious,307074,671543,A,Unclass,The Lothians and Scottish Borders,West Lothian,
1149471,03-Mar-22,3:05:00 AM,Slight,284503,650945,Unclassified,A,Lanarkshire,South Lanarkshire,
1149482,02-Mar-22,7:30:00 AM,Slight,319188,935913,A,#NULL!,Highland and Islands,Highland,
1149808,01-Mar-22,5:00:00 PM,Slight,328958,693523,Unclassified,#NULL!,Fife,Fife,
1149810,03-Mar-22,9:18:00 AM,Slight,299126,667653,A,#NULL!,The Lothians and Scottish Borders,West Lothian,
1149814,28-Feb-22,9:05:00 PM,Serious,263748,663360,Unclassified,#NULL!,Greater Glasgow,Glasgow City,
1149838,18-Nov-21,6:32:00 PM,Slight,314439,706683,MOTORWAY,#NULL!,Tayside,Perth & Kinross,
1149867,22-Feb-22,4:00:00 PM,Slight,297938,576509,A,Unclass,Dumfries and Galloway,Dumfries & Galloway,
1149934,03-Mar-22,4:00:00 PM,Slight,340157,730657,A,A,Tayside,Dundee City,
1149941,03-Mar-22,5:19:00 PM,Slight,171799,620787,B,Unclass,Argyll and West Dunbartonshire,Argyll & Bute,Involving at least 1 x Pedal Cycle
1149951,03-Mar-22,5:25:00 PM,Slight,367043,678445,Unclassified,#NULL!,The Lothians and Scottish Borders,East Lothian,
1149956,02-Mar-22,5:55:00 PM,Slight,249863,672305,A,Unclass,Argyll and West Dunbartonshire,West Dunbartonshire,
1150166,03-Mar-22,8:45:00 AM,Slight,324237,669482,Unclassified,A,Edinburgh,City of Edinburgh,Involving at least 1 x Pedal Cycle
1150298,04-Mar-22,9:10:00 AM,Slight,261715,665359,B,#NULL!,Greater Glasgow,Glasgow City,
1150377,04-Mar-22,8:10:00 AM,Fatal,327055,1011871,A,#NULL!,Highland and Islands,Orkney Islands,
1150379,02-Mar-22,11:30:00 AM,Serious,360148,647668,B,A,The Lothians and Scottish Borders,Scottish Borders,
1150387,02-Mar-22,3:05:00 PM,Slight,345740,750439,A,Unclass,Tayside,Angus,
1150416,26-Oct-21,4:40:00 AM,Slight,309240,728016,A,#NULL!,Tayside,Perth & Kinross,
1150420,20-Oct-21,10:10:00 PM,Serious,264937,663711,Unclassified,Unclass,Greater Glasgow,Glasgow City,
1150441,04-Mar-22,11:30:00 PM,Fatal,256898,661491,A,Unclass,Greater Glasgow,Glasgow City,
1150463,03-Mar-22,8:30:00 AM,Slight,245115,673696,A,Unclass,Argyll and West Dunbartonshire,West Dunbartonshire,
1150464,04-Mar-22,9:55:00 AM,Slight,208453,711144,A,#NULL!,Argyll and West Dunbartonshire,Argyll & Bute,
1150465,26-Feb-22,1:30:00 AM,Serious,307715,693138,A,#NULL!,Fife,Fife,
1150507,03-Mar-22,10:00:00 AM,Serious,320504,671719,Unclassified,Unclass,Edinburgh,City of Edinburgh,
1150508,05-Mar-22,9:30:00 AM,Slight,325784,677094,Unclassified,Unclass,Edinburgh,City of Edinburgh,Involving at least 1 x Pedal Cycle
1150525,02-Mar-22,6:50:00 PM,Slight,321432,671457,A,Unclass,Edinburgh,City of Edinburgh,
1150534,05-Mar-22,10:50:00 AM,Serious,321831,669091,B,Unclass,Edinburgh,City of Edinburgh,Involving at least 1 x Pedal Cycle
1150551,05-Mar-22,11:59:00 AM,Fatal,253035,661253,Unclassified,#NULL!,Greater Glasgow,Glasgow City,
1150562,05-Mar-22,2:36:00 PM,Serious,327172,674416,A,#NULL!,Edinburgh,City of Edinburgh,
1150599,26-Nov-21,8:45:00 PM,Slight,341517,662118,A,#NULL!,The Lothians and Scottish Borders,Midlothian,
1150602,17-Dec-21,4:00:00 PM,Slight,338284,700713,Unclassified,#NULL!,Fife,Fife,
1150615,05-Mar-22,9:16:00 PM,Slight,326764,1024560,A,#NULL!,Highland and Islands,Orkney Islands,
1150618,05-Mar-22,10:58:00 PM,Slight,311280,723504,A,Unclass,Tayside,Perth & Kinross,
1150621,05-Mar-22,11:45:00 PM,Fatal,303045,686626,A,#NULL!,Fife,Fife,
1150635,05-Mar-22,1:30:00 PM,Serious,184873,703019,A,#NULL!,Argyll and West Dunbartonshire,Argyll & Bute,
1150642,05-Mar-22,8:25:00 AM,Slight,324992,667004,A,Unclass,Edinburgh,City of Edinburgh,
1150687,05-Mar-22,5:36:00 PM,Slight,333744,661269,A,Unclass,The Lothians and Scottish Borders,Midlothian,
1150690,05-Mar-22,4:25:00 PM,Slight,274790,673525,A,#NULL!,Lanarkshire,North Lanarkshire,
1150711,28-Feb-22,9:05:00 AM,Serious,381345,810947,Unclassified,#NULL!,North East,Aberdeenshire,
1150712,06-Mar-22,4:10:00 PM,Slight,317898,672716,A,#NULL!,Edinburgh,City of Edinburgh,
1150732,06-Mar-22,4:00:00 PM,Serious,286680,598640,A,#NULL!,Dumfries and Galloway,Dumfries & Galloway,
1150747,06-Mar-22,7:50:00 PM,Serious,260159,661772,B,#NULL!,Greater Glasgow,Glasgow City,
1150759,21-Dec-21,5:00:00 PM,Serious,392567,805424,Unclassified,Unclass,North East,Aberdeen City,
1151042,06-Mar-22,1:30:00 PM,Slight,308745,584389,B,#NULL!,Dumfries and Galloway,Dumfries & Galloway,
1151100,07-Mar-22,5:30:00 PM,Slight,321694,675510,B,Unclass,Edinburgh,City of Edinburgh,
1151122,08-Mar-22,1:00:00 AM,Slight,258543,665802,Unclassified,Unclass,Greater Glasgow,Glasgow City,
1151268,07-Mar-22,10:10:00 AM,Slight,395760,660458,A,Unclass,The Lothians and Scottish Borders,Scottish Borders,
1151292,13-Feb-22,8:40:00 PM,Serious,319325,672892,B,B,Edinburgh,City of Edinburgh,
1151490,25-Oct-21,6:50:00 PM,Slight,251023,661377,A,#NULL!,Greater Glasgow,Glasgow City,
1151509,06-Mar-22,11:53:00 AM,Serious,342812,731179,A,Unclass,Tayside,Dundee City,
1151517,08-Mar-22,8:10:00 AM,Slight,250700,667078,B,#NULL!,Renfrewshire and Inverclyde,Renfrewshire,
1151519,07-Mar-22,3:50:00 PM,Slight,234375,672818,A,#NULL!,Renfrewshire and Inverclyde,Inverclyde,
1151527,08-Mar-22,11:12:00 AM,Slight,79266,855934,B,#NULL!,Highland and Islands,Eilean Siar,
1151540,08-Mar-22,7:45:00 AM,Slight,248515,671372,B,Unclass,Argyll and West Dunbartonshire,West Dunbartonshire,
1151547,06-Mar-22,10:10:00 AM,Slight,181501,707925,A,#NULL!,Argyll and West Dunbartonshire,Argyll & Bute,
1151575,08-Nov-21,11:55:00 PM,Slight,317831,691801,A,#NULL!,Fife,Fife,
1151577,08-Mar-22,6:00:00 AM,Serious,273472,663307,A,#NULL!,Lanarkshire,North Lanarkshire,Involving at least 1 x Pedal Cycle
1151595,09-Mar-22,1:00:00 AM,Slight,266844,845216,Unclassified,#NULL!,Highland and Islands,Highland,
1151714,18-Jan-22,8:00:00 AM,Slight,316583,667506,Unclassified,Unclass,Edinburgh,City of Edinburgh,
1151735,09-Mar-22,8:25:00 AM,Slight,366650,678181,Unclassified,#NULL!,The Lothians and Scottish Borders,East Lothian,Involving at least 1 x Pedal Cycle
1151823,09-Mar-22,11:20:00 AM,Slight,246734,665481,A,A,Renfrewshire and Inverclyde,Renfrewshire,
1151912,06-Mar-22,9:02:00 AM,Slight,326422,672414,A,A,Edinburgh,City of Edinburgh,Involving at least 1 x Pedal Cycle
1151927,09-Mar-22,4:15:00 PM,Slight,257459,665678,Unclassified,#NULL!,Greater Glasgow,Glasgow City,
1151940,09-Mar-22,3:55:00 PM,Serious,267259,666047,Unclassified,#NULL!,Greater Glasgow,Glasgow City,
1151947,09-Mar-22,6:35:00 PM,Slight,265270,666303,B,B,Greater Glasgow,Glasgow City,
1151948,08-Mar-22,6:30:00 AM,Slight,326667,672475,A,A,Edinburgh,City of Edinburgh,Involving at least 1 x Pedal Cycle
1151951,08-Mar-22,4:50:00 PM,Slight,254143,663941,A,#NULL!,Greater Glasgow,Glasgow City,
1151955,09-Mar-22,5:05:00 PM,Slight,300138,667913,MOTORWAY,#NULL!,The Lothians and Scottish Borders,West Lothian,
1151981,05-Mar-22,10:22:00 AM,Serious,337006,583162,A,Unclass,Dumfries and Galloway,Dumfries & Galloway,
1152010,01-Mar-22,3:17:00 PM,Slight,319313,566032,Unclassified,Unclass,Dumfries and Galloway,Dumfries & Galloway,Involving at least 1 x Pedal Cycle
1152230,09-Mar-22,5:40:00 PM,Serious,305240,668822,Unclassified,Unclass,The Lothians and Scottish Borders,West Lothian,
1152372,09-Mar-22,7:11:00 PM,Serious,324643,674534,B,Unclass,Edinburgh,City of Edinburgh,Involving at least 1 x Pedal Cycle
1152397,10-Mar-22,10:30:00 AM,Slight,260133,653466,Unclassified,Unclass,Lanarkshire,South Lanarkshire,
1152438,09-Mar-22,6:25:00 PM,Serious,306790,604506,A(M),#NULL!,Dumfries and Galloway,Dumfries & Galloway,
1152446,09-Mar-22,7:40:00 PM,Serious,258483,669291,A,#NULL!,Greater Glasgow,Glasgow City,
1152459,09-Mar-22,5:10:00 PM,Slight,240024,678035,A,#NULL!,Argyll and West Dunbartonshire,West Dunbartonshire,
1152486,10-Mar-22,6:45:00 PM,Slight,320584,675774,Unclassified,Unclass,Edinburgh,City of Edinburgh,
1152501,10-Mar-22,8:44:00 PM,Serious,254189,665850,A,#NULL!,Greater Glasgow,Glasgow City,
1152519,11-Mar-22,12:10:00 AM,Fatal,286687,682935,B,Unclass,Forth Valley,Falkirk,
1152531,10-Mar-22,12:00:00 PM,Slight,332822,669817,B,#NULL!,The Lothians and Scottish Borders,Midlothian,
1152693,11-Mar-22,11:00:00 AM,Slight,341491,668465,B,A,The Lothians and Scottish Borders,East Lothian,Involving at least 1 x Pedal Cycle
1152712,11-Mar-22,10:20:00 AM,Slight,303810,666294,Unclassified,B,The Lothians and Scottish Borders,West Lothian,
1152863,11-Mar-22,6:50:00 PM,Slight,276848,658480,A,B,Lanarkshire,North Lanarkshire,
1152884,21-Nov-21,3:35:00 PM,Slight,340508,672826,B,A,The Lothians and Scottish Borders,East Lothian,
1152885,11-Mar-22,2:45:00 PM,Serious,324319,673786,Unclassified,Unclass,Edinburgh,City of Edinburgh,
1152889,11-Mar-22,6:40:00 PM,Serious,274610,664872,A,A,Lanarkshire,North Lanarkshire,
1152907,12-Mar-22,1:10:00 AM,Serious,286837,659994,Unclassified,Unclass,Lanarkshire,North Lanarkshire,
1152976,12-Mar-22,5:00:00 AM,Slight,284530,644074,A,#NULL!,Lanarkshire,South Lanarkshire,
1153011,12-Mar-22,11:45:00 AM,Serious,330471,671949,A,Unclass,Edinburgh,City of Edinburgh,
1153042,09-Mar-22,8:30:00 AM,Slight,353006,634659,B,B,The Lothians and Scottish Borders,Scottish Borders,
1153064,12-Mar-22,11:00:00 AM,Slight,211761,756690,A,#NULL!,Highland and Islands,Highland,
1153073,12-Mar-22,4:32:00 PM,Fatal,305344,638724,A,#NULL!,Lanarkshire,South Lanarkshire,
1153100,24-Feb-22,12:00:00 PM,Slight,320734,671074,Unclassified,A,Edinburgh,City of Edinburgh,
1153108,11-Mar-22,9:15:00 PM,Slight,257760,855701,B,#NULL!,Highland and Islands,Highland,
1153113,12-Mar-22,12:25:00 AM,Serious,246903,547479,B,#NULL!,Dumfries and Galloway,Dumfries & Galloway,
1153142,13-Mar-22,1:00:00 AM,Fatal,368012,677341,A,#NULL!,The Lothians and Scottish Borders,East Lothian,
1153157,12-Mar-22,2:50:00 PM,Slight,266844,665984,Unclassified,#NULL!,Greater Glasgow,Glasgow City,
1153234,12-Mar-22,7:15:00 PM,Slight,325485,672908,Unclassified,#NULL!,Edinburgh,City of Edinburgh,Involving at least 1 x Pedal Cycle
1153250,11-Mar-22,5:10:00 PM,Slight,345198,750574,A,Unclass,Tayside,Angus,Involving at least 1 x Pedal Cycle
1153285,26-Feb-22,11:40:00 AM,Slight,282407,680316,A,A,Forth Valley,Falkirk,
1153290,14-Mar-22,2:40:00 AM,Slight,302729,669923,MOTORWAY,#NULL!,The Lothians and Scottish Borders,West Lothian,
1153356,16-Nov-21,6:20:00 PM,Slight,327548,674331,A,Unclass,Edinburgh,City of Edinburgh,Involving at least 1 x Pedal Cycle
1153386,11-Mar-22,11:30:00 AM,Serious,392872,805810,Unclassified,Unclass,North East,Aberdeen City,Involving at least 1 x Pedal Cycle
1153441,04-Mar-22,4:15:00 PM,Slight,277205,665276,A,#NULL!,Lanarkshire,North Lanarkshire,Involving at least 1 x Pedal Cycle
1153488,14-Mar-22,9:55:00 AM,Slight,296810,668036,Unclassified,B,The Lothians and Scottish Borders,West Lothian,
1153495,14-Mar-22,10:00:00 AM,Serious,331344,671665,Unclassified,#NULL!,Edinburgh,City of Edinburgh,
1153513,07-Mar-22,7:29:00 PM,Serious,373966,827641,B,Unclass,North East,Aberdeenshire,
1153544,14-Mar-22,11:45:00 AM,Serious,328780,694613,Unclassified,Unclass,Fife,Fife,
1153577,13-Mar-22,12:30:00 PM,Slight,334023,672993,Unclassified,Unclass,The Lothians and Scottish Borders,East Lothian,Involving at least 1 x Pedal Cycle
1153626,14-Mar-22,8:42:00 PM,Serious,249190,668079,A,#NULL!,Renfrewshire and Inverclyde,Renfrewshire,Involving at least 1 x Pedal Cycle
1153627,11-Mar-22,11:00:00 AM,Slight,323249,672388,A,#NULL!,Edinburgh,City of Edinburgh,
1153665,14-Mar-22,1:45:00 PM,Slight,326484,692051,A,Unclass,Fife,Fife,
1153756,14-Mar-22,2:35:00 PM,Slight,269928,675924,B,Unclass,Greater Glasgow,East Dunbartonshire,
1153887,12-Mar-22,2:00:00 PM,Slight,258785,662443,Unclassified,#NULL!,Greater Glasgow,Glasgow City,
1153901,15-Mar-22,8:45:00 AM,Slight,254897,622200,B,B,Ayrshire,East Ayrshire,
1153926,15-Mar-22,11:40:00 AM,Slight,252705,663916,A,Unclass,Greater Glasgow,Glasgow City,
1154000,13-Feb-22,9:15:00 PM,Slight,394223,806565,Unclassified,Unclass,North East,Aberdeen City,
1154018,05-Mar-22,3:43:00 PM,Serious,333052,672451,A,Unclass,The Lothians and Scottish Borders,East Lothian,
1154053,12-Mar-22,3:30:00 PM,Slight,339324,662249,Unclassified,Unclass,The Lothians and Scottish Borders,Midlothian,Involving at least 1 x Pedal Cycle
1154068,15-Mar-22,9:14:00 AM,Slight,233366,638120,A,A,Ayrshire,North Ayrshire,
1154069,04-Mar-22,4:15:00 AM,Fatal,336431,859050,A,#NULL!,North East,Moray,
1154082,14-Mar-22,4:15:00 PM,Serious,232144,637822,A,A,Ayrshire,North Ayrshire,
1154096,13-Mar-22,9:35:00 PM,Slight,242715,663265,B,Unclass,Renfrewshire and Inverclyde,Renfrewshire,
1154154,10-Mar-22,2:30:00 PM,Slight,315468,578598,B,Unclass,Dumfries and Galloway,Dumfries & Galloway,
1154249,16-Mar-22,8:55:00 AM,Serious,351587,755186,B,#NULL!,Tayside,Angus,
1154320,16-Mar-22,8:13:00 AM,Slight,324063,675934,Unclassified,A,Edinburgh,City of Edinburgh,Involving at least 1 x Pedal Cycle
1154347,16-Mar-22,10:15:00 AM,Slight,325358,673954,Unclassified,Unclass,Edinburgh,City of Edinburgh,
1154389,16-Mar-22,3:45:00 PM,Serious,260814,667842,Unclassified,#NULL!,Greater Glasgow,Glasgow City,
1154439,16-Mar-22,7:25:00 PM,Serious,274725,657151,Unclassified,#NULL!,Lanarkshire,North Lanarkshire,
1154444,16-Mar-22,5:00:00 PM,Serious,307981,745709,A,#NULL!,Tayside,Perth & Kinross,
1154452,16-Mar-22,6:55:00 PM,Serious,329043,663800,Unclassified,#NULL!,The Lothians and Scottish Borders,Midlothian,
1154492,16-Mar-22,1:20:00 PM,Slight,262073,613369,Unclassified,Unclass,Ayrshire,East Ayrshire,
1154670,16-Mar-22,12:38:00 AM,Fatal,294293,573652,A,#NULL!,Dumfries and Galloway,Dumfries & Galloway,
1154706,16-Mar-22,3:00:00 PM,Slight,200066,563300,B,#NULL!,Dumfries and Galloway,Dumfries & Galloway,
1154782,16-Mar-22,4:52:00 PM,Serious,263969,660647,A,#NULL!,Lanarkshire,South Lanarkshire,
1154790,17-Mar-22,4:15:00 PM,Slight,319367,692721,A,#NULL!,Fife,Fife,
1154798,17-Mar-22,3:35:00 PM,Slight,323149,668053,A,#NULL!,Edinburgh,City of Edinburgh,
1154823,17-Mar-22,3:45:00 PM,Slight,298911,668193,A,#NULL!,The Lothians and Scottish Borders,West Lothian,
1154827,17-Mar-22,3:00:00 PM,Slight,342745,732125,Unclassified,#NULL!,Tayside,Dundee City,
1154844,17-Mar-22,3:05:00 PM,Serious,249100,663739,Unclassified,Unclass,Renfrewshire and Inverclyde,Renfrewshire,
1154846,17-Mar-22,2:30:00 PM,Slight,187621,781759,A,Unclass,Highland and Islands,Highland,
1154866,18-Mar-22,3:20:00 AM,Slight,252494,666028,MOTORWAY,#NULL!,Renfrewshire and Inverclyde,Renfrewshire,
1154869,18-Mar-22,12:30:00 AM,Slight,257992,665271,A,A,Greater Glasgow,Glasgow City,
1154919,28-Jan-22,10:15:00 PM,Slight,262546,666460,MOTORWAY,Unclass,Greater Glasgow,Glasgow City,
1155016,18-Mar-22,7:45:00 AM,Serious,307643,667629,B,B,The Lothians and Scottish Borders,West Lothian,Involving at least 1 x Pedal Cycle
1155075,14-Mar-22,3:50:00 PM,Slight,299672,667489,MOTORWAY,#NULL!,The Lothians and Scottish Borders,West Lothian,
1155087,18-Mar-22,11:38:00 AM,Slight,251951,656154,B,Unclass,Greater Glasgow,East Renfrewshire,Involving at least 1 x Pedal Cycle
1155189,17-Mar-22,3:17:00 PM,Slight,324828,673109,A,#NULL!,Edinburgh,City of Edinburgh,
1155224,18-Mar-22,2:55:00 PM,Serious,315951,690097,A,#NULL!,Fife,Fife,
