accident_reference,date_of_collision,time_of_collision,collision_severity,easting,northing,first_road_class,second_road_class,division,local_authority,cycle_involved
1140337,04-Feb-22,8:10:00 PM,Fatal,362811,625909,A,#NULL!,The Lothians and Scottish Borders,Scottish Borders,
1140344,04-Feb-22,10:40:00 PM,Slight,321139,670947,Unclassified,#NULL!,Edinburgh,City of Edinburgh,
1140365,04-Feb-22,9:20:00 AM,Slight,334325,667529,B,#NULL!,The Lothians and Scottish Borders,Midlothian,
1140440,05-Feb-22,1:35:00 PM,Serious,278823,679219,MOTORWAY,#NULL!,Forth Valley,Falkirk,
1140460,05-Feb-22,3:15:00 PM,Slight,244100,608283,A,Unclass,Ayrshire,East Ayrshire,
1140475,05-Feb-22,5:50:00 PM,Serious,258415,665820,Unclassified,#NULL!,Greater Glasgow,Glasgow City,
1140477,05-Feb-22,12:40:00 AM,Serious,258652,664894,A,A,Greater Glasgow,Glasgow City,
1140494,05-Feb-22,6:52:00 PM,Slight,262100,666228,Unclassified,#NULL!,Greater Glasgow,Glasgow City,
1140495,07-Aug-21,10:00:00 PM,Slight,256383,666479,Unclassified,Unclass,Greater Glasgow,Glasgow City,
1140510,05-Feb-22,8:00:00 PM,Serious,327094,697263,Unclassified,#NULL!,Fife,Fife,
1140513,05-Feb-22,10:10:00 PM,Serious,279683,655010,B,A,Lanarkshire,North Lanarkshire,
1140514,05-Feb-22,9:53:00 PM,Serious,442108,1156693,A,#NULL!,Highland and Islands,Shetland Islands,
1140526,05-Feb-22,10:47:00 PM,Fatal,256844,665608,A,#NULL!,Greater Glasgow,Glasgow City,
1140548,03-Feb-22,6:35:00 PM,Serious,258319,662993,Unclassified,Unclass,Greater Glasgow,Glasgow City,
1140596,06-Feb-22,9:50:00 AM,Fatal,262707,849556,A,#NULL!,Highland and Islands,Highland,
1140600,06-Feb-22,12:30:00 PM,Serious,332688,1013342,A,#NULL!,Highland and Islands,Orkney Islands,
1140606,06-Feb-22,1:45:00 PM,Slight,319820,675046,A,#NULL!,Edinburgh,City of Edinburgh,
1140611,30-Dec-21,6:25:00 PM,Fatal,392299,808275,Unclassified,Unclass,North East,Aberdeen City,
1140635,06-Feb-22,6:50:00 PM,Slight,275648,656193,B,Unclass,Lanarkshire,North Lanarkshire,
1140642,05-Feb-22,9:10:00 PM,Serious,257799,664707,Unclassified,Unclass,Greater Glasgow,Glasgow City,
1140644,06-Feb-22,9:40:00 PM,Serious,349437,636241,Unclassified,A,The Lothians and Scottish Borders,Scottish Borders,
1140649,06-Feb-22,9:00:00 PM,Serious,256922,669137,A,Unclass,Greater Glasgow,Glasgow City,
1140655,06-Feb-22,7:07:00 PM,Slight,230941,862141,A,#NULL!,Highland and Islands,Highland,
1140659,06-Feb-22,8:30:00 PM,Serious,270099,666781,A,#NULL!,Lanarkshire,North Lanarkshire,
1140678,03-Feb-22,2:40:00 PM,Serious,284812,687522,B,#NULL!,Forth Valley,Stirling,
1140682,03-Feb-22,4:35:00 PM,Fatal,292682,679771,A,#NULL!,Forth Valley,Falkirk,
1140689,04-Feb-22,2:00:00 PM,Slight,306455,671964,A,#NULL!,The Lothians and Scottish Borders,West Lothian,
1140690,03-Feb-22,7:16:00 PM,Serious,285873,697003,A,#NULL!,Forth Valley,Clackmannanshire,Involving at least 1 x Pedal Cycle
1140863,07-Feb-22,11:00:00 AM,Slight,298483,660687,A,#NULL!,The Lothians and Scottish Borders,West Lothian,
1140892,04-Feb-22,4:05:00 AM,Serious,257003,661739,A,#NULL!,Greater Glasgow,Glasgow City,
1141010,06-Feb-22,1:50:00 PM,Serious,304999,721119,A,Unclass,Tayside,Perth & Kinross,
1141023,07-Feb-22,3:25:00 PM,Slight,328152,693754,B,#NULL!,Fife,Fife,
1141027,07-Feb-22,5:05:00 PM,Slight,315449,672351,A,#NULL!,Edinburgh,City of Edinburgh,
1141045,27-Jan-22,7:50:00 PM,Serious,306668,572306,B,#NULL!,Dumfries and Galloway,Dumfries & Galloway,
1141179,18-Aug-21,5:55:00 PM,Serious,264781,666680,Unclassified,#NULL!,Greater Glasgow,Glasgow City,
1141330,07-Feb-22,6:55:00 AM,Slight,271332,658569,MOTORWAY,#NULL!,Lanarkshire,South Lanarkshire,
1141385,05-Feb-22,5:58:00 PM,Slight,326857,674592,Unclassified,Unclass,Edinburgh,City of Edinburgh,Involving at least 1 x Pedal Cycle
1141435,07-Feb-22,8:30:00 AM,Slight,257795,662578,A,#NULL!,Greater Glasgow,Glasgow City,
1141516,21-Nov-21,3:49:00 PM,Serious,288891,692989,A,#NULL!,Forth Valley,Clackmannanshire,
1141561,04-Feb-22,4:00:00 PM,Slight,271461,658463,A,#NULL!,Lanarkshire,North Lanarkshire,
1141640,09-Feb-22,7:55:00 AM,Slight,308313,672219,A,B,The Lothians and Scottish Borders,West Lothian,
1141652,09-Feb-22,7:10:00 AM,Serious,274831,664996,A,Unclass,Lanarkshire,North Lanarkshire,
1141666,08-Feb-22,5:03:00 PM,Slight,295242,705181,A,#NULL!,Tayside,Perth & Kinross,
1141791,09-Feb-22,7:00:00 AM,Slight,320687,671106,A,A,Edinburgh,City of Edinburgh,Involving at least 1 x Pedal Cycle
1141813,09-Feb-22,11:30:00 AM,Slight,345307,744775,B,Unclass,Tayside,Angus,
1141873,09-Feb-22,1:00:00 PM,Serious,304223,675598,Unclassified,#NULL!,The Lothians and Scottish Borders,West Lothian,
1141884,09-Feb-22,11:03:00 AM,Slight,334918,701805,A,Unclass,Fife,Fife,
1141910,09-Feb-22,3:55:00 PM,Serious,290140,678445,Unclassified,#NULL!,Forth Valley,Falkirk,
1141934,08-Feb-22,8:30:00 AM,Slight,280984,667583,A,#NULL!,Lanarkshire,North Lanarkshire,
1141944,08-Feb-22,5:10:00 PM,Serious,364871,742348,Unclassified,#NULL!,Tayside,Angus,
1141961,17-Jan-22,8:45:00 AM,Serious,326390,674496,B,Unclass,Edinburgh,City of Edinburgh,
1141965,02-Oct-21,1:17:00 PM,Slight,253363,663941,A,#NULL!,Greater Glasgow,Glasgow City,
1141968,09-Feb-22,10:43:00 PM,Slight,288064,810439,A,B,Highland and Islands,Highland,
1142169,28-Jun-21,1:30:00 PM,Slight,323747,672532,Unclassified,Unclass,Edinburgh,City of Edinburgh,Involving at least 1 x Pedal Cycle
1142291,07-Feb-22,9:55:00 AM,Serious,330511,670462,Unclassified,#NULL!,The Lothians and Scottish Borders,Midlothian,
1142329,06-Dec-21,10:00:00 PM,Slight,296959,676538,B,#NULL!,Forth Valley,Falkirk,
1142377,10-Feb-22,9:02:00 AM,Slight,252880,620107,A,Unclass,Ayrshire,East Ayrshire,
1142407,17-Jul-21,8:45:00 PM,Slight,261976,674060,B,#NULL!,Greater Glasgow,East Dunbartonshire,
1142418,10-Feb-22,1:44:00 PM,Serious,378749,653194,Unclassified,A,The Lothians and Scottish Borders,Scottish Borders,
1142438,10-Feb-22,5:35:00 PM,Serious,277293,665519,A,Unclass,Lanarkshire,North Lanarkshire,
1142462,09-Feb-22,10:30:00 PM,Slight,258021,665636,A,Unclass,Greater Glasgow,Glasgow City,
1142465,10-Feb-22,11:00:00 PM,Slight,343350,732541,B,B,Tayside,Dundee City,
1142511,06-Feb-22,3:54:00 PM,Slight,264359,707090,A,Unclass,Forth Valley,Stirling,
1142570,11-Feb-22,8:50:00 AM,Slight,270170,656229,A,#NULL!,Lanarkshire,South Lanarkshire,
1142679,07-Feb-22,8:15:00 AM,Slight,306367,692523,B,#NULL!,Fife,Fife,
1142718,11-Feb-22,8:45:00 AM,Serious,260547,668042,B,Unclass,Greater Glasgow,Glasgow City,
1142727,11-Feb-22,8:45:00 AM,Serious,182847,663391,A,#NULL!,Argyll and West Dunbartonshire,Argyll & Bute,
1142751,11-Feb-22,12:17:00 PM,Fatal,248463,631440,A,#NULL!,Ayrshire,East Ayrshire,
1142780,11-Feb-22,7:10:00 PM,Slight,309012,724817,Unclassified,#NULL!,Tayside,Perth & Kinross,
1142785,10-Feb-22,3:00:00 PM,Serious,300726,701778,A,#NULL!,Forth Valley,Clackmannanshire,
1142801,11-Feb-22,8:39:00 PM,Slight,252134,669186,Unclassified,Unclass,Greater Glasgow,Glasgow City,
1142802,11-Feb-22,9:26:00 PM,Slight,263028,665147,Unclassified,Unclass,Greater Glasgow,Glasgow City,
1142805,30-Jan-22,11:15:00 AM,Serious,303863,686312,A,A,Fife,Fife,Involving at least 1 x Pedal Cycle
1142808,11-Feb-22,9:15:00 PM,Serious,323556,676375,Unclassified,#NULL!,Edinburgh,City of Edinburgh,
1142814,27-Aug-21,4:21:00 PM,Serious,312719,768343,A,#NULL!,Tayside,Perth & Kinross,
1142820,12-Feb-22,5:10:00 AM,Serious,255251,666595,Unclassified,Unclass,Greater Glasgow,Glasgow City,
1142847,09-Feb-22,7:45:00 PM,Slight,280983,655511,A,Unclass,Lanarkshire,North Lanarkshire,
1142900,11-Feb-22,8:05:00 PM,Slight,261666,654275,Unclassified,#NULL!,Lanarkshire,South Lanarkshire,
1142910,12-Feb-22,12:05:00 PM,Slight,326421,672414,A,A,Edinburgh,City of Edinburgh,Involving at least 1 x Pedal Cycle
1142930,12-Feb-22,3:20:00 PM,Slight,264423,662393,A,#NULL!,Greater Glasgow,Glasgow City,
1142947,11-Feb-22,7:00:00 PM,Serious,271509,660520,A,#NULL!,Lanarkshire,North Lanarkshire,
1142951,12-Feb-22,2:50:00 PM,Slight,239644,675203,Unclassified,Unclass,Argyll and West Dunbartonshire,West Dunbartonshire,
1142966,20-Dec-21,3:20:00 PM,Serious,267581,649150,A,#NULL!,Lanarkshire,South Lanarkshire,
1142967,11-Feb-22,11:15:00 PM,Serious,247371,606765,Unclassified,#NULL!,Ayrshire,East Ayrshire,
1142997,13-Feb-22,1:10:00 AM,Serious,258002,665124,MOTORWAY,#NULL!,Greater Glasgow,Glasgow City,
1143001,02-Feb-22,7:50:00 PM,Slight,261330,665037,Unclassified,#NULL!,Greater Glasgow,Glasgow City,
1143041,07-Feb-22,6:00:00 PM,Slight,253110,663592,Unclassified,#NULL!,Greater Glasgow,Glasgow City,
1143045,10-Feb-22,4:50:00 PM,Slight,327445,674557,Unclassified,Unclass,Edinburgh,City of Edinburgh,Involving at least 1 x Pedal Cycle
1143064,12-Feb-22,1:30:00 PM,Slight,325456,665239,A,#NULL!,The Lothians and Scottish Borders,Midlothian,
1143070,12-Feb-22,11:40:00 PM,Serious,269872,629625,B,#NULL!,Ayrshire,East Ayrshire,
1143074,12-Feb-22,7:15:00 AM,Serious,266418,638577,B,#NULL!,Lanarkshire,South Lanarkshire,
1143117,08-Feb-22,11:00:00 AM,Slight,326304,673170,Unclassified,Unclass,Edinburgh,City of Edinburgh,Involving at least 1 x Pedal Cycle
1143120,13-Feb-22,1:10:00 PM,Serious,304741,677761,MOTORWAY,#NULL!,The Lothians and Scottish Borders,West Lothian,
1143121,13-Feb-22,10:55:00 AM,Slight,297634,666105,MOTORWAY,#NULL!,The Lothians and Scottish Borders,West Lothian,
1143129,12-Feb-22,12:10:00 AM,Slight,248368,664015,Unclassified,#NULL!,Renfrewshire and Inverclyde,Renfrewshire,
1143143,13-Feb-22,7:48:00 PM,Fatal,282927,681938,A,#NULL!,Forth Valley,Falkirk,
1143148,13-Feb-22,6:50:00 PM,Serious,260204,852463,A,A,Highland and Islands,Highland,
1143154,13-Feb-22,7:00:00 PM,Serious,238893,673083,A,A,Renfrewshire and Inverclyde,Renfrewshire,
1143162,13-Feb-22,9:20:00 PM,Slight,258364,665471,Unclassified,Unclass,Greater Glasgow,Glasgow City,
1143165,13-Feb-22,9:30:00 PM,Slight,251981,671300,Unclassified,#NULL!,Greater Glasgow,Glasgow City,
1143171,13-Feb-22,8:48:00 PM,Slight,323578,672572,A,Unclass,Edinburgh,City of Edinburgh,
1143175,14-Feb-22,12:05:00 AM,Fatal,298479,665868,B,#NULL!,The Lothians and Scottish Borders,West Lothian,
1143227,10-Feb-22,9:55:00 PM,Slight,331994,665949,A,A,The Lothians and Scottish Borders,Midlothian,
1143243,07-Feb-22,3:55:00 PM,Slight,263263,652153,Unclassified,Unclass,Lanarkshire,South Lanarkshire,
1143310,09-Feb-22,4:37:00 AM,Serious,337855,721782,A,#NULL!,Fife,Fife,
1143357,08-Feb-22,3:55:00 PM,Slight,302756,576290,Unclassified,Unclass,Dumfries and Galloway,Dumfries & Galloway,
1143394,13-Feb-22,5:01:00 PM,Serious,327639,701161,A,A,Fife,Fife,
1143426,12-Feb-22,6:50:00 PM,Serious,235171,625895,A,Unclass,Ayrshire,South Ayrshire,
1143498,14-Feb-22,2:40:00 PM,Slight,305834,674396,B,Unclass,The Lothians and Scottish Borders,West Lothian,
1143511,14-Feb-22,5:55:00 PM,Slight,363787,741372,A,#NULL!,Tayside,Angus,Involving at least 1 x Pedal Cycle
1143520,20-Nov-21,11:30:00 PM,Slight,258448,663424,Unclassified,#NULL!,Greater Glasgow,Glasgow City,
1143530,03-Feb-22,4:20:00 PM,Slight,273656,842956,B,#NULL!,Highland and Islands,Highland,Involving at least 1 x Pedal Cycle
1143551,14-Feb-22,6:55:00 AM,Serious,277187,665121,A,Unclass,Lanarkshire,North Lanarkshire,
1143577,14-Feb-22,1:35:00 PM,Serious,361860,814928,A,B,North East,Aberdeenshire,
1143625,12-Oct-21,7:36:00 PM,Serious,269131,663586,MOTORWAY,#NULL!,Greater Glasgow,Glasgow City,
1143716,13-Feb-22,11:30:00 AM,Slight,289149,679715,B,#NULL!,Forth Valley,Falkirk,
1143799,25-Sep-21,4:42:00 PM,Serious,250712,682067,A,#NULL!,Forth Valley,Stirling,
1143822,15-Feb-22,10:15:00 AM,Slight,244673,638752,A,#NULL!,Ayrshire,East Ayrshire,
1143836,15-Feb-22,10:31:00 AM,Slight,328855,706902,A,Unclass,Fife,Fife,
1143851,13-Feb-22,11:18:00 AM,Serious,280329,687098,MOTORWAY,#NULL!,Forth Valley,Stirling,
1143876,11-Feb-22,11:30:00 AM,Slight,253996,665786,Unclassified,#NULL!,Greater Glasgow,Glasgow City,
1143896,12-Feb-22,4:30:00 PM,Slight,258882,668078,Unclassified,#NULL!,Greater Glasgow,Glasgow City,
1143924,15-Feb-22,3:20:00 PM,Slight,299356,667164,MOTORWAY,#NULL!,The Lothians and Scottish Borders,West Lothian,
1143927,15-Feb-22,3:08:00 PM,Serious,328684,667824,Unclassified,#NULL!,Edinburgh,City of Edinburgh,
1143929,12-Feb-22,9:50:00 AM,Slight,394225,808460,A,A,North East,Aberdeen City,Involving at least 1 x Pedal Cycle
1143939,11-Feb-22,3:20:00 PM,Serious,262221,670637,Unclassified,Unclass,Greater Glasgow,East Dunbartonshire,
1143947,25-Jan-22,10:15:00 AM,Serious,255595,662037,Unclassified,#NULL!,Greater Glasgow,Glasgow City,
1143952,12-Feb-22,9:50:00 AM,Serious,439496,1172667,B,Unclass,Highland and Islands,Shetland Islands,
1143972,13-Feb-22,9:32:00 PM,Slight,258157,663034,A,Unclass,Greater Glasgow,Glasgow City,
1143994,10-Feb-22,6:00:00 PM,Serious,260324,668172,B,Unclass,Greater Glasgow,Glasgow City,
1144028,15-Feb-22,2:45:00 PM,Slight,327351,674388,A,#NULL!,Edinburgh,City of Edinburgh,
1144037,15-Feb-22,6:40:00 PM,Slight,340580,674340,B,B,The Lothians and Scottish Borders,East Lothian,
1144197,13-Feb-22,12:34:00 PM,Slight,303817,610647,A(M),#NULL!,Dumfries and Galloway,Dumfries & Galloway,
1144207,15-Feb-22,5:30:00 PM,Slight,277087,662650,B,#NULL!,Lanarkshire,North Lanarkshire,
1144222,15-Feb-22,6:00:00 PM,Serious,306612,582277,A,#NULL!,Dumfries and Galloway,Dumfries & Galloway,
1144295,16-Feb-22,5:00:00 PM,Serious,310070,667631,A,#NULL!,The Lothians and Scottish Borders,West Lothian,
1144380,07-Feb-22,3:00:00 AM,Slight,236590,544091,B,#NULL!,Dumfries and Galloway,Dumfries & Galloway,
1144390,14-Feb-22,9:00:00 PM,Slight,332187,666715,A,#NULL!,The Lothians and Scottish Borders,Midlothian,
1144459,17-Feb-22,9:44:00 AM,Slight,186071,729323,A,Unclass,Argyll and West Dunbartonshire,Argyll & Bute,
1144485,15-Feb-22,4:05:00 PM,Slight,321632,670854,Unclassified,Unclass,Edinburgh,City of Edinburgh,
1144512,17-Feb-22,8:50:00 AM,Slight,261756,666399,Unclassified,Unclass,Greater Glasgow,Glasgow City,
1144571,16-Feb-22,3:30:00 PM,Slight,393646,808453,B,A,North East,Aberdeen City,
1144592,13-Feb-22,3:40:00 PM,Slight,263953,662031,Unclassified,Unclass,Greater Glasgow,Glasgow City,
1144660,17-Feb-22,3:25:00 PM,Slight,234575,619108,A,Unclass,Ayrshire,South Ayrshire,
1144666,17-Feb-22,4:20:00 PM,Slight,319653,670730,A,#NULL!,Edinburgh,City of Edinburgh,
1144674,17-Feb-22,4:10:00 PM,Slight,328418,668516,B,Unclass,Edinburgh,City of Edinburgh,
1144690,11-Feb-22,1:30:00 PM,Serious,389234,806060,B,#NULL!,North East,Aberdeen City,
1144704,18-Feb-22,3:00:00 AM,Serious,262994,655765,Unclassified,Unclass,Lanarkshire,South Lanarkshire,
1144723,01-Dec-21,2:21:00 PM,Slight,321483,653316,A,Unclass,The Lothians and Scottish Borders,Scottish Borders,
1144781,16-Feb-22,5:15:00 PM,Slight,255007,671484,A,Unclass,Greater Glasgow,East Dunbartonshire,
1144782,06-Jan-22,6:30:00 PM,Slight,261473,663940,A,Unclass,Greater Glasgow,Glasgow City,Involving at least 1 x Pedal Cycle
1144859,18-Feb-22,6:45:00 AM,Slight,346954,623910,A,#NULL!,The Lothians and Scottish Borders,Scottish Borders,
1144972,18-Feb-22,1:38:00 PM,Slight,261860,661510,Unclassified,#NULL!,Lanarkshire,South Lanarkshire,
1144984,09-Feb-22,5:25:00 PM,Serious,208221,811781,A,#NULL!,Highland and Islands,Highland,
1145013,18-Feb-22,5:27:00 PM,Serious,340655,730784,A,#NULL!,Tayside,Dundee City,
1145015,18-Feb-22,3:59:00 PM,Slight,255162,620759,A,#NULL!,Ayrshire,East Ayrshire,
1145018,16-Feb-22,9:10:00 AM,Serious,349576,842856,A,#NULL!,North East,Aberdeenshire,
1145024,26-Oct-21,5:45:00 PM,Slight,317750,743334,Unclassified,Unclass,Tayside,Perth & Kinross,
1145028,15-Feb-22,4:20:00 PM,Slight,342053,732332,Unclassified,#NULL!,Tayside,Dundee City,
1145032,18-Feb-22,4:35:00 PM,Slight,257386,665720,Unclassified,Unclass,Greater Glasgow,Glasgow City,
1145033,18-Feb-22,6:56:00 PM,Serious,365312,863733,A,#NULL!,North East,Aberdeenshire,
1145058,19-Feb-22,3:20:00 AM,Slight,325114,674039,Unclassified,#NULL!,Edinburgh,City of Edinburgh,
1145069,17-Feb-22,12:55:00 PM,Serious,383152,811569,Unclassified,Unclass,North East,Aberdeen City,
1145074,07-Feb-22,11:20:00 AM,Serious,379479,780084,A,Unclass,North East,Aberdeenshire,
1145086,18-Feb-22,7:15:00 AM,Slight,303220,612443,A(M),#NULL!,Dumfries and Galloway,Dumfries & Galloway,
1145087,04-Feb-22,1:25:00 PM,Slight,251790,665883,Unclassified,Unclass,Renfrewshire and Inverclyde,Renfrewshire,
1145130,19-Feb-22,8:57:00 AM,Slight,313798,677020,MOTORWAY,#NULL!,Edinburgh,City of Edinburgh,
1145156,19-Feb-22,10:30:00 AM,Slight,328656,674165,A,Unclass,Edinburgh,City of Edinburgh,Involving at least 1 x Pedal Cycle
1145183,18-Feb-22,2:15:00 PM,Serious,347896,671681,A,Unclass,The Lothians and Scottish Borders,East Lothian,
1145189,19-Feb-22,1:20:00 PM,Slight,257069,667515,B,#NULL!,Greater Glasgow,Glasgow City,
1145242,18-Feb-22,9:12:00 AM,Slight,206635,560690,A,A,Dumfries and Galloway,Dumfries & Galloway,Involving at least 1 x Pedal Cycle
1145255,19-Feb-22,5:30:00 PM,Serious,321493,710531,A,A,Fife,Fife,
1145258,24-Oct-21,10:24:00 PM,Slight,288553,594146,A,#NULL!,Dumfries and Galloway,Dumfries & Galloway,
1145269,11-Feb-22,10:55:00 AM,Slight,342820,718761,Unclassified,#NULL!,Fife,Fife,
1145279,19-Feb-22,11:15:00 PM,Serious,220204,647200,A,Unclass,Ayrshire,North Ayrshire,
1145286,18-Feb-22,10:00:00 PM,Slight,308520,670869,Unclassified,#NULL!,The Lothians and Scottish Borders,West Lothian,
1145287,20-Feb-22,12:01:00 AM,Slight,262366,669498,Unclassified,#NULL!,Greater Glasgow,East Dunbartonshire,
1145290,19-Feb-22,8:39:00 AM,Slight,336588,731511,Unclassified,#NULL!,Tayside,Dundee City,
1145294,19-Feb-22,1:00:00 PM,Serious,345156,733336,B,B,Tayside,Dundee City,Involving at least 1 x Pedal Cycle
1145297,19-Feb-22,7:45:00 AM,Serious,365020,677466,A,A,The Lothians and Scottish Borders,East Lothian,
1145303,19-Feb-22,6:00:00 AM,Slight,287063,663901,MOTORWAY,#NULL!,Lanarkshire,North Lanarkshire,
1145306,18-Feb-22,4:30:00 PM,Slight,334165,667160,Unclassified,#NULL!,The Lothians and Scottish Borders,Midlothian,
1145314,20-Feb-22,10:00:00 AM,Slight,313774,711336,MOTORWAY,#NULL!,Tayside,Perth & Kinross,
1145325,19-Feb-22,3:30:00 PM,Serious,327279,701223,A,A,Fife,Fife,
1145329,22-Oct-21,7:30:00 PM,Serious,341033,731443,Unclassified,Unclass,Tayside,Dundee City,
1145336,20-Feb-22,1:30:00 PM,Slight,318224,670900,A,#NULL!,Edinburgh,City of Edinburgh,
1145344,19-Feb-22,5:20:00 PM,Slight,333023,671558,Unclassified,#NULL!,The Lothians and Scottish Borders,East Lothian,
1145346,20-Feb-22,2:30:00 PM,Serious,281211,641081,MOTORWAY,#NULL!,Lanarkshire,South Lanarkshire,
1145354,20-Feb-22,3:45:00 PM,Serious,271357,663961,Unclassified,#NULL!,Lanarkshire,North Lanarkshire,
1145411,17-Feb-22,3:50:00 PM,Serious,324434,671869,Unclassified,Unclass,Edinburgh,City of Edinburgh,
1145431,15-Feb-22,7:35:00 AM,Slight,258696,654668,Unclassified,#NULL!,Lanarkshire,South Lanarkshire,
1145500,17-Feb-22,7:55:00 PM,Slight,238505,676863,A,#NULL!,Argyll and West Dunbartonshire,West Dunbartonshire,
1145513,19-Feb-22,2:20:00 AM,Serious,271746,677397,B,Unclass,Lanarkshire,North Lanarkshire,
1145723,21-Feb-22,10:20:00 AM,Serious,246004,636938,A,Unclass,Ayrshire,East Ayrshire,
1145762,21-Feb-22,9:45:00 AM,Fatal,290009,666544,B,#NULL!,The Lothians and Scottish Borders,West Lothian,
1145771,20-Feb-22,4:45:00 PM,Serious,251843,850867,A,#NULL!,Highland and Islands,Highland,
1145816,19-Feb-22,2:00:00 PM,Serious,304624,665886,Unclassified,#NULL!,The Lothians and Scottish Borders,West Lothian,
1145836,21-Feb-22,4:40:00 PM,Slight,253137,661251,Unclassified,Unclass,Greater Glasgow,Glasgow City,
1145848,21-Feb-22,4:00:00 PM,Slight,363591,742116,Unclassified,Unclass,Tayside,Angus,
1145859,18-Feb-22,3:20:00 PM,Serious,282724,826244,A,#NULL!,Highland and Islands,Highland,
1145871,21-Feb-22,5:45:00 PM,Slight,273086,665777,Unclassified,Unclass,Lanarkshire,North Lanarkshire,
1145875,10-Feb-22,6:10:00 PM,Slight,259525,661772,B,Unclass,Greater Glasgow,Glasgow City,
1145877,16-Feb-22,8:00:00 PM,Serious,360800,630087,A,#NULL!,The Lothians and Scottish Borders,Scottish Borders,
1145895,21-Feb-22,8:15:00 AM,Serious,396448,819065,A,#NULL!,North East,Aberdeenshire,
1145960,22-Feb-22,7:31:00 AM,Slight,327504,666501,B,B,The Lothians and Scottish Borders,Midlothian,Involving at least 1 x Pedal Cycle
1146025,22-Feb-22,8:45:00 AM,Slight,258393,663204,Unclassified,Unclass,Greater Glasgow,Glasgow City,Involving at least 1 x Pedal Cycle
1146097,22-Feb-22,11:05:00 AM,Slight,329987,674381,A,A,Edinburgh,City of Edinburgh,
1146105,16-Feb-22,6:40:00 PM,Slight,273985,657568,Unclassified,Unclass,Lanarkshire,North Lanarkshire,
1146151,22-Feb-22,8:25:00 AM,Slight,207224,758335,A,#NULL!,Highland and Islands,Highland,
1146153,22-Feb-22,8:40:00 AM,Slight,334093,666849,A,#NULL!,The Lothians and Scottish Borders,Midlothian,
1146242,21-Feb-22,9:06:00 PM,Slight,248716,664691,A,Unclass,Renfrewshire and Inverclyde,Renfrewshire,
1146267,22-Feb-22,6:30:00 PM,Serious,316602,734924,C,C,Tayside,Perth & Kinross,
1146276,22-Feb-22,5:30:00 PM,Slight,321213,671451,Unclassified,A,Edinburgh,City of Edinburgh,Involving at least 1 x Pedal Cycle
1146281,12-Feb-22,3:00:00 PM,Slight,305644,574876,A,Unclass,Dumfries and Galloway,Dumfries & Galloway,
1146284,18-Feb-22,10:15:00 AM,Serious,249992,638689,A,#NULL!,Ayrshire,East Ayrshire,
1146289,12-Feb-22,12:50:00 AM,Slight,243092,556111,A,#NULL!,Dumfries and Galloway,Dumfries & Galloway,
1146300,22-Feb-22,10:00:00 AM,Slight,335048,659829,A,#NULL!,The Lothians and Scottish Borders,Midlothian,
1146543,22-Feb-22,6:45:00 AM,Serious,318438,693207,B,Unclass,Fife,Fife,
1146560,22-Feb-22,7:44:00 AM,Serious,281019,641324,MOTORWAY,#NULL!,Lanarkshire,South Lanarkshire,
1146689,23-Feb-22,1:20:00 PM,Slight,278831,690674,MOTORWAY,#NULL!,Forth Valley,Stirling,
1146728,23-Feb-22,3:10:00 PM,Slight,252303,668885,Unclassified,#NULL!,Greater Glasgow,Glasgow City,
1146737,22-Feb-22,7:05:00 PM,Slight,275064,656968,Unclassified,A,Lanarkshire,North Lanarkshire,
1146743,23-Feb-22,6:30:00 PM,Serious,285807,694784,Unclassified,#NULL!,Forth Valley,Clackmannanshire,
1146871,24-Feb-22,8:33:00 AM,Slight,338075,733635,Unclassified,Unclass,Tayside,Dundee City,
1146941,09-Jan-22,1:30:00 AM,Serious,278731,659564,Unclassified,#NULL!,Lanarkshire,North Lanarkshire,
1146947,24-Feb-22,8:36:00 AM,Slight,317578,636503,B,#NULL!,The Lothians and Scottish Borders,Scottish Borders,
1146957,24-Feb-22,9:15:00 AM,Serious,253264,664517,Unclassified,#NULL!,Greater Glasgow,Glasgow City,
1147139,24-Feb-22,1:53:00 PM,Slight,273286,660184,A,Unclass,Lanarkshire,North Lanarkshire,
1147165,22-Feb-22,3:15:00 PM,Slight,338321,578027,A,B,Dumfries and Galloway,Dumfries & Galloway,
1147227,02-Feb-22,6:58:00 AM,Slight,325343,677020,A,Unclass,Edinburgh,City of Edinburgh,Involving at least 1 x Pedal Cycle
1147228,14-Feb-22,8:00:00 PM,Slight,331849,668018,A,A,The Lothians and Scottish Borders,Midlothian,
1147240,23-Feb-22,4:35:00 PM,Slight,371673,635302,A,B,The Lothians and Scottish Borders,Scottish Borders,
1147243,24-Feb-22,5:50:00 PM,Serious,252159,627693,B,Unclass,Ayrshire,East Ayrshire,
1147254,19-Feb-22,2:05:00 PM,Slight,338495,731408,Unclassified,Unclass,Tayside,Dundee City,
1147267,18-Feb-22,4:15:00 PM,Slight,334913,662043,Unclassified,#NULL!,The Lothians and Scottish Borders,Midlothian,
1147280,26-Nov-21,5:20:00 PM,Slight,218398,712322,A,#NULL!,Argyll and West Dunbartonshire,Argyll & Bute,
1147283,24-Feb-22,11:45:00 AM,Serious,210519,681906,B,#NULL!,Argyll and West Dunbartonshire,Argyll & Bute,
1147317,23-Feb-22,4:55:00 PM,Slight,326028,673005,Unclassified,Unclass,Edinburgh,City of Edinburgh,Involving at least 1 x Pedal Cycle
